gr,shape,colour,opacity,size
C82SW,circle,black,0.8,1
C83SW,circle,black,0.8,1
D13SW,circle,black,0.8,1
D22SW,circle,black,0.8,1
H05SW,circle,black,0.8,1
H39SW,circle,black,0.8,1
H97SW,circle,black,0.8,1
HU24SW,circle,black,0.8,1
HU33SW,circle,black,0.8,1
HU43SW,circle,black,0.8,1
HU56SW,circle,black,0.8,1
HU58SW,circle,black,0.8,1
HY20SW,circle,black,0.8,1
HY21SE,circle,black,0.8,1
HY30SE,circle,black,0.8,1
HY41SE,circle,black,0.8,1
J15SE,circle,black,0.8,1
J32SE,circle,black,0.8,1
J33SE,circle,black,0.8,1
J37SE,circle,black,0.8,1
J47SE,circle,black,0.8,1
J65SE,circle,black,0.8,1
L76SE,circle,black,0.8,1
N19SE,circle,black,0.8,1
NC50SE,circle,black,0.8,1
NC90SE,circle,black,0.8,1
NG84SE,circle,black,0.8,1
NH12SE,circle,black,0.8,1
NH30SE,circle,black,0.8,1
NH43SE,circle,black,0.8,1
NH52SE,circle,black,0.8,1
NH63SE,circle,black,0.8,1
NH70SE,circle,black,0.8,1
NH74SE,circle,black,0.8,1
NH75SE,circle,black,0.8,1
NH85SE,circle,black,0.8,1
NH95SE,circle,black,0.8,1
NH98SE,circle,black,0.8,1
NJ05SE,circle,black,0.8,1
NJ16SE,circle,black,0.8,1
NJ22SE,circle,black,0.8,1
NJ27SE,circle,black,0.8,1
NJ36SE,circle,black,0.8,1
NJ46SE,circle,black,0.8,1
NJ90SE,circle,black,0.8,1
NK03SE,circle,black,0.8,1
NK06SE,circle,black,0.8,1
NM43SE,circle,black,0.8,1
NM54SE,circle,black,0.8,1
NN73SE,circle,black,0.8,1
NN79SE,circle,black,0.8,1
NN86SE,circle,black,0.8,1
NN92SE,circle,black,0.8,1
NO10SE,circle,black,0.8,1
NO20SE,circle,black,0.8,1
NO30SE,circle,black,0.8,1
NO31SE,circle,black,0.8,1
NO41SE,circle,black,0.8,1
NO42SE,circle,black,0.8,1
NO43SE,circle,black,0.8,1
NO51SE,circle,black,0.8,1
NO53SE,circle,black,0.8,1
NO63SE,circle,black,0.8,1
NO64SE,circle,black,0.8,1
NO87SE,circle,black,0.8,1
NR26SE,circle,black,0.8,1
NR67SE,circle,black,0.8,1
NR71SE,circle,black,0.8,1
NR87SE,circle,black,0.8,1
NS37SE,circle,black,0.8,1
NS45SE,circle,black,0.8,1
NS46SE,circle,black,0.8,1
NS47SE,circle,black,0.8,1
NS56SE,circle,black,0.8,1
NS65SE,circle,black,0.8,1
NS97SE,circle,black,0.8,1
NT14SE,circle,black,0.8,1
NT16SE,circle,black,0.8,1
NT18SE,circle,black,0.8,1
NT27SE,circle,black,0.8,1
NT39SE,circle,black,0.8,1
NT43SE,circle,black,0.8,1
NT45SE,circle,black,0.8,1
NT46SE,circle,black,0.8,1
NT47SE,circle,black,0.8,1
NT53SE,circle,black,0.8,1
NT57SE,circle,black,0.8,1
NT58SE,circle,black,0.8,1
NT67SE,circle,black,0.8,1
NT68SE,circle,black,0.8,1
NT77SE,circle,black,0.8,1
NT81SE,circle,black,0.8,1
NT83SE,circle,black,0.8,1
NT84SE,circle,black,0.8,1
NT90SE,circle,black,0.8,1
NT92SE,circle,black,0.8,1
NU01SE,circle,black,0.8,1
NU04SE,circle,black,0.8,1
NU13NW,circle,black,0.8,1
NU14NW,circle,black,0.8,1
NU20NW,circle,black,0.8,1
NU22NW,circle,black,0.8,1
NW97NW,circle,black,0.8,1
NX05NW,circle,black,0.8,1
NX06NW,circle,black,0.8,1
NX14NW,circle,black,0.8,1
NX15NW,circle,black,0.8,1
NX26NW,circle,black,0.8,1
NX46NW,circle,black,0.8,1
NX64NW,circle,black,0.8,1
NX65NW,circle,black,0.8,1
NX67NW,circle,black,0.8,1
NX95NW,circle,black,0.8,1
NX96NW,circle,black,0.8,1
NY90NW,circle,black,0.8,1
NY95NW,circle,black,0.8,1
NZ00NW,circle,black,0.8,1
NZ10NW,circle,black,0.8,1
NZ15NW,circle,black,0.8,1
NZ22NW,circle,black,0.8,1
NZ23NW,circle,black,0.8,1
NZ24NW,circle,black,0.8,1
NZ25NW,circle,black,0.8,1
NZ29NW,circle,black,0.8,1
NZ31NW,circle,black,0.8,1
NZ33NW,circle,black,0.8,1
NZ35NW,circle,black,0.8,1
NZ41NW,circle,black,0.8,1
NZ43NW,circle,black,0.8,1
NZ46NW,circle,black,0.8,1
NZ52NW,circle,black,0.8,1
NZ62NW,circle,black,0.8,1
NZ81NW,circle,black,0.8,1
O12NW,circle,black,0.8,1
S03NW,circle,black,0.8,1
S61NW,circle,black,0.8,1
S90NW,circle,black,0.8,1
SC26NW,circle,black,0.8,1
SC27NW,circle,black,0.8,1
SC37NW,circle,black,0.8,1
